"","datetime","country","shape","city"
"77995",NA,"us","triangle","orem"
"77996",NA,"us","triangle","draper"
"77997",NA,"us","disk","allentown"
"77998",NA,"us","fireball","leighton"
"77999",NA,"us","circle","yorkville"
"78000",NA,"us","changing","cape may"
"78001",NA,"us","fireball","trout lake (rural washington)"
"78002",NA,"us","fireball","memphis"
"78003",NA,"us","light","houston"
"78004",NA,"us","disk","albany"
"78005",NA,"us","triangle","rolling hills"
"78006",NA,"us","flash","westlake village"
"78007",NA,"us","light","gallatin"
"78008",NA,"us","formation","spokane valley"
"78009",NA,"us","formation","spokane valley"
"78010",NA,"us","unknown","ventura"
"78011",NA,"us","triangle","kure beach"
"78012",NA,"us","triangle","north platte"
"78013",NA,"us","rectangle","trenton"
"78014",NA,"us","formation","anchorage"
"78015",NA,"gb","fireball","altrincham (uk/england)"
"78016",NA,"us","changing","salem"
"78017",NA,"us","fireball","westford"
"78018",NA,"us","light","des moines"
"78019",NA,"us","other","seattle (above)"
"78020",NA,"us","oval","ardsley"
"78021",NA,"us","fireball","lathrop"
"78022",NA,"us","other","los angeles"
"78023",NA,"us","triangle","el centro"
"78024",NA,"us","disk","los angeles"
"78025",NA,"us","disk","los angeles"
"78026",NA,"us","rectangle","ardsley"
"78027",NA,"us",NA,"burlingame"
"78028",NA,"us","light","davie"
"78029",NA,"us","fireball","beech grove"
"78030",NA,"us","formation","montclair"
"78031",NA,"us","formation","washington"
"78032",NA,"us","other","sherman oaks"
"78033",NA,"us","light","valatie"
"78034",NA,"us","fireball","battle ground"
"78035",NA,"us","fireball","crestview"
"78036",NA,"us","light","dundalk"
"78037",NA,"us","disk","mason"
"78038",NA,"us","fireball","washington"
"78039",NA,"us","unknown","mannford"
"78040",NA,"us","fireball","rochester"
"78041",NA,"us","circle","steelville"
"78042",NA,"ca","light","welland (canada)"
"78043",NA,"us","other","ardsley"
"78044",NA,NA,"disk","amsterdam (netherlands)"
"78045",NA,"us","light","rolla"
"78046",NA,"us","oval","charleston"
"78047",NA,"us","triangle","catawissa"
"78048",NA,"us","sphere","east brunswick"
"78049",NA,NA,NA,NA
"78050",NA,NA,NA,NA
"78051",NA,"us","sphere","nissequogue"
"78052",NA,"us","circle","sacramento"
"78053",NA,"us","circle","ventura"
"78054",NA,"us","sphere","amherst"
"78055",NA,"us","other","waukee"
"78056",NA,"us","sphere","shelbyville"
"78057",NA,"us","light","oregon city"
"78058",NA,"us","triangle","perkasie"
"78059",NA,"us","circle","tonawanda"
"78060",NA,"us","light","vancouver"
"78061",NA,"us","light","seattle"
"78062",NA,"us","light","milwaukie"
"78063",NA,"us","light","spokane"
"78064",NA,"us","circle","puyallup"
"78065",NA,"us","light","rochester"
"78066",NA,"au","chevron","geelong (australia)"
"78067",NA,"us","fireball","carbon hill"
"78068",NA,"us","flash","riverside"
"78069",NA,"us","oval","prescott valley"
"78070",NA,"us","oval","duluth"
"78071",NA,"us","circle","joliet"
"78072",NA,"us","fireball","miami"
"78073",NA,"us","fireball","scottsdale"
"78074",NA,"us","disk","tulsa"
"78075",NA,"gb","light","york (uk/england)"
"78076",NA,"us","light","anchorage"
"78077",NA,"us","cylinder","houston"
"78078",NA,"us","other","dallas"
"78079",NA,"us","light","bethel park"
"78080",NA,"us","other","el centro"
"78081",NA,NA,"triangle","belgrade (serbia)"
"78082",NA,"us","light","charleston"
"78083",NA,"us","other","ridgefield"
"78084",NA,"us","light","kapoho"
"78085",NA,"us","other","munising"
"78086",NA,"us","cigar","edgewood"
"78087",NA,"us","triangle","marmora"
"78088",NA,"us","fireball","roseville"
"78089",NA,NA,"light","kailua kona"
"78090",NA,"us","disk","ft. branch"
"78091",NA,"us","fireball","seattle (west seattle/seatac)"
"78092",NA,"us","other","o&#39fallon"
"78093",NA,"us","sphere","sidney"
"78094",NA,"us","disk","captiva"
"78095",NA,NA,"cylinder","hilton head"
"78096",NA,"us","fireball","billings"
"78097",NA,"us","light","shawnee"
"78098",NA,"us","formation","auburn"
"78099",NA,NA,"disk","fort mitchell"
"78100",NA,"ca","cigar","vernon (canada)"
"78101",NA,"us","disk","rochester hills"
"78102",NA,"us","unknown","donnelly"
"78103",NA,NA,"triangle","new idria"
"78104",NA,"us","light","algonac"
"78105",NA,"us","triangle","elizabethtown"
"78106",NA,"us",NA,"boise"
"78107",NA,"us",NA,"inglewood"
"78108",NA,"us",NA,"la habra"
"78109",NA,NA,"changing","mt roskill&#44 auckland&#44 north island (new zealand)"
"78110",NA,"us","disk","lyons"
"78111",NA,"us","fireball","livermore falls"
"78112",NA,"us","chevron","tucson"
"78113",NA,"us","diamond","san francisco"
"78114",NA,"us","changing","west salem"
"78115",NA,"us","sphere","oshkosh"
"78116",NA,"gb","changing","salford (uk/england)"
"78117",NA,"us","light","temple city"
"78118",NA,"us","light","temple city"
"78119",NA,"us","triangle","bloomington (east bloomington)"
"78120",NA,"us","fireball","manitowoc rapids"
"78121",NA,"ca","light","toronto (canada)"
"78122",NA,NA,"fireball","shropham norfolk (uk/england)"
"78123",NA,"de","circle","hannover (germany)"
"78124",NA,"us","unknown","claremore"
"78125",NA,"us","light","streetsboro"
"78126",NA,"ca","triangle","newmarket (canada)"
"78127",NA,"ca","unknown","cornwall (canada)"
"78128",NA,"us","light","geyserville"
"78129",NA,"us","disk","grantville"
"78130",NA,"us","other","goodyear"
"78131",NA,NA,NA,"north hills"
"78132",NA,"ca","cylinder","vancouver (canada)"
"78133",NA,"us","changing","oil city"
"78134",NA,"us","triangle","omaha"
"78135",NA,"us","triangle","marietta"
"78136",NA,"ca","light","pembroke (canada)"
"78137",NA,"us","oval","choctaw"
"78138",NA,"us","unknown","greene"
"78139",NA,"us","cigar","east killingly"
"78140",NA,"us","light","green bay"
"78141",NA,"gb","egg","nottingham (uk/england)"
"78142",NA,"us","triangle","rochester"
"78143",NA,"us","disk","littleton"
"78144",NA,"us","other","camarillo"
"78145",NA,NA,"light","bridgewater&#44 somerset (uk/england)"
"78146",NA,"ca","cigar","calgary (canada)"
"78147",NA,"us","triangle","toledo"
"78148",NA,"us","changing","katy"
"78149",NA,"us","diamond","barstow"
"78150",NA,NA,"light","curacao (dutch antilles)"
"78151",NA,"ca","light","scarborough (canada)"
"78152",NA,"ca","light","scarborough (canada)"
"78153",NA,NA,"circle","tel-aviv (israel)"
"78154",NA,"us","light","atlantic city"
"78155",NA,"gb","unknown","middlesbrough (uk/england)"
"78156",NA,"us","triangle","portland"
"78157",NA,"ca","triangle","chilliwack (canada)"
"78158",NA,"us","fireball","margate"
"78159",NA,"us","changing","liberty hill"
"78160",NA,"us","sphere","vienna"
"78161",NA,"us","triangle","corinth"
"78162",NA,"us","other","pahrump"
"78163",NA,"us","triangle","new york city"
"78164",NA,"us","circle","new york city (brooklyn)"
"78165",NA,"us","diamond","west los angeles"
"78166",NA,"ca","oval","omemee (canada)"
"78167",NA,"us","rectangle","fremont"
"78168",NA,"us","light","baker"
"78169",NA,"gb","sphere","london (uk/england)"
"78170",NA,"us","light","gaithersburg"
"78171",NA,"us","formation","grand rapids"
"78172",NA,"us","light","st. joseph"
"78173",NA,"gb","other","harrow on the hill (uk/england)"
"78174",NA,"us","light","ventura"
"78175",NA,"us","light","austin"
"78176",NA,"gb","circle","essex (uk/england)"
"78177",NA,"us","oval","minneapolis"
"78178",NA,"us","fireball","walnut"
"78179",NA,"us","unknown","port neches"
"78180",NA,"us","other","bozeman"
"78181",NA,"us","oval","colorado springs"
"78182",NA,"us","egg","portland"
"78183",NA,"us","sphere","lyndon station"
"78184",NA,"us","changing","san antonio"
"78185",NA,"gb","diamond","tynemouth (uk/england)"
"78186",NA,"us","light","lincoln"
"78187",NA,"us","light","alturas"
"78188",NA,"us","light","myrtle beach"
"78189",NA,NA,"oval","havana"
"78190",NA,"us","other","stafford"
"78191",NA,"us","teardrop","park ridge"
"78192",NA,"us","cigar","saint maries"
"78193",NA,"us","cigar","shelbyville"
"78194",NA,NA,"triangle","clovis/fresno"
"78195",NA,"us","oval","carle place"
"78196",NA,"us","oval","carle place"
"78197",NA,"us","light","racine"
"78198",NA,"us","sphere","petaluma"
"78199",NA,"us","sphere","toms river"
"78200",NA,"us","cylinder","clementon"
"78201",NA,"us","circle","hendersonville"
"78202",NA,"us","sphere","south elgin"
"78203",NA,"us","triangle","clay"
"78204",NA,NA,"triangle","i-65 (20 miles s of u. s. rte. 30)"
"78205",NA,"us","light","lincoln"
"78206",NA,"us","flash","austin"
"78207",NA,"us","light","springfield"
"78208",NA,"us","sphere","cupertino"
"78209",NA,"us","oval","baltimore"
"78210",NA,"us","light","boca raton"
"78211",NA,"us","triangle","hayward"
"78212",NA,"us","flash","san diego"
"78213",NA,"ca","circle","devon (canada)"
"78214",NA,"gb",NA,"bradford (uk/england)"
"78215",NA,"us","sphere","la palma"
"78216",NA,"us","rectangle","boulder city"
"78217",NA,"us","cigar","north adams"
"78218",NA,"us","other","new york city (brooklyn)"
"78219",NA,"us","circle","lake worth"
"78220",NA,"us","rectangle","wellfleet"
"78221",NA,NA,"other","dorado (puerto rico)"
"78222",NA,"us","disk","san leandro"
"78223",NA,"us","fireball","towanda"
"78224",NA,"us","sphere","bloomingdale"
"78225",NA,"us","cylinder","huntersville"
"78226",NA,"us","triangle","faribault"
"78227",NA,"gb","circle","newcastle upon tyne (uk/england)"
"78228",NA,"gb","circle","worcester (uk/england)"
"78229",NA,"us","light","arvada"
"78230",NA,"us","sphere","eugene"
"78231",NA,"us","sphere","frankton"
"78232",NA,"us","light","baltimore"
"78233",NA,"us","unknown","milwaukee"
"78234",NA,NA,"fireball","twin shores (canada)"
"78235",NA,"ca","circle","stouffville (canada)"
"78236",NA,"us","other","lafayette"
"78237",NA,"us","sphere","chesterfield"
"78238",NA,"us","flash","bellevue"
"78239",NA,"us","circle","newark"
"78240",NA,"us","cylinder","irondequoit"
"78241",NA,"ca","other","whitby (canada)"
"78242",NA,"us","light","bothell"
"78243",NA,"us","unknown","cutchogue"
"78244",NA,"us","disk","denham springs"
"78245",NA,"us","triangle","plymouth"
"78246",NA,"us","triangle","plymouth"
"78247",NA,"us","formation","cokeville"
"78248",NA,"us","light","bountiful"
"78249",NA,"ca","circle","waterloo (canada)"
"78250",NA,"us","triangle","westminster"
"78251",NA,"us","light","san jose"
"78252",NA,NA,"formation","isle of bute (uk/scotland)"
"78253",NA,"us","light","leominster"
"78254",NA,"us","circle","alvin"
"78255",NA,"us","diamond","alvin"
"78256",NA,"us","triangle","new lenox"
"78257",NA,"us","light","chula vista"
"78258",NA,"ca","light","saint andrews (canada)"
"78259",NA,NA,"changing","in flight (unknown location)"
"78260",NA,"us","unknown","chicago"
"78261",NA,"us","light","gilbert"
"78262",NA,"us","cylinder","seattle"
"78263",NA,NA,"circle","brick"
"78264",NA,"gb","light","woodhall spa (uk/england)"
"78265",NA,"us","disk","lancaster"
"78266",NA,"us","light","oscoda"
"78267",NA,"us","light","branson"
"78268",NA,"us","light","reading"
"78269",NA,"us","triangle","morgantown"
"78270",NA,"us","unknown","elizabethton"
"78271",NA,"us","light","toledo"
"78272",NA,"us","unknown","mancelona"
"78273",NA,"us","light","rochester"
"78274",NA,"us","triangle","smithsburg"
"78275",NA,"us","fireball","columbus"
"78276",NA,"us","unknown","castro valley"
"78277",NA,"ca","light","scarborough (canada)"
"78278",NA,"us","egg","new york city (bronx)"
"78279",NA,NA,"disk","georgetown (guyana)"
"78280",NA,"us","disk","huntington beach"
"78281",NA,"us","cross","topeka"
"78282",NA,NA,"light","providence village"
"78283",NA,"us","sphere","santa clarita"
"78284",NA,"us","circle","philadelphia"
"78285",NA,"us","cross","springboro"
"78286",NA,NA,"changing","sterling hts."
"78287",NA,"us","disk","imperial"
"78288",NA,"us","oval","clarence"
"78289",NA,"us","fireball","charlotte"
"78290",NA,"us","sphere","danielson"
"78291",NA,"us","sphere","simpsonville"
"78292",NA,"us","fireball","austin"
"78293",NA,"us","sphere","orange beach"
"78294",NA,"ca","light","waterloo (canada)"
"78295",NA,"us","other","twin lake"
"78296",NA,NA,NA,NA
"78297",NA,NA,NA,NA
"78298",NA,"us","light","lees summit"
"78299",NA,"us","cylinder","phoenix"
"78300",NA,"gb","light","nottingham (uk/england)"
"78301",NA,"us","light","indianapolis"
"78302",NA,"us","unknown","torrance"
"78303",NA,"gb",NA,"kingswinford (uk/england)"
"78304",NA,"us","circle","newark"
"78305",NA,"ca","light","gatineau (canada)"
"78306",NA,"us","light","salt lake city"
"78307",NA,"us","oval","captiva"
"78308",NA,"us","sphere","lexington"
"78309",NA,"us","fireball","port saint lucie"
"78310",NA,"us","unknown","big bend"
"78311",NA,"us","light","coeur d&#39alene"
"78312",NA,"us","triangle","bristol"
"78313",NA,"us","unknown","evendale"
"78314",NA,"us","disk","rochester"
"78315",NA,"us","unknown","lansing"
"78316",NA,"us","circle","anchorage"
"78317",NA,"us","light","white bird"
"78318",NA,"us","light","white bird"
"78319",NA,"us","cigar","portland"
"78320",NA,"us","rectangle","avon"
"78321",NA,"gb","cigar","bristol (uk/england)"
"78322",NA,NA,"other","france (rural; northern )"
"78323",NA,"us","unknown","rush city"
"78324",NA,"gb","circle","llandudno (uk/wales)"
"78325",NA,"us","unknown","maquoketa"
"78326",NA,NA,"cigar","parbrow (canada)"
"78327",NA,"us","light","sadieville"
"78328",NA,"us","unknown","las vegas"
"78329",NA,"us","teardrop","key west"
"78330",NA,"us","disk","lakewood"
"78331",NA,"us",NA,"fresno"
"78332",NA,NA,NA,"travis afb"
"78333",NA,"us",NA,"bakersfield"
"78334",NA,"us","triangle","rock valley"
"78335",NA,"us","sphere","blacksburg"
"78336",NA,NA,"light","woodlands"
"78337",NA,"ca","sphere","pierrefonds (canada)"
"78338",NA,"us","formation","san jose"
"78339",NA,"us","other","ocracoke"
"78340",NA,NA,"diamond","aston"
"78341",NA,NA,"light","tripoli (libya)"
"78342",NA,"us","triangle","st. augustine"
"78343",NA,NA,"egg","okinawa (japan)"
"78344",NA,NA,"light","raquette lake&#44 adirondack mts."
"78345",NA,"us","light","raquette lake  (golden beach campground)"
"78346",NA,"us","light","everett"
"78347",NA,"gb","triangle","southampton (uk/england)"
"78348",NA,NA,"fireball","shropham norfolk (uk/england)"
"78349",NA,"ca","light","abbotsford (canada)"
"78350",NA,"us","light","troy"
"78351",NA,"ca","circle","minden (canada)"
"78352",NA,"us","sphere","belleville"
"78353",NA,"us","cone","salt lake city"
"78354",NA,NA,"unknown","north hreo"
"78355",NA,"ca","cylinder","vancouver (canada)"
"78356",NA,"us","triangle","the dalles"
"78357",NA,"us","circle","airway heights"
"78358",NA,"us","light","rapid city"
"78359",NA,NA,"teardrop","tidworth (uk/england)"
"78360",NA,"us","unknown","owatonna"
"78361",NA,NA,"triangle","lodz (poland)"
"78362",NA,"us","light","lost creek"
"78363",NA,"us","oval","grove city"
"78364",NA,NA,"circle","ebensburg (canada)"
"78365",NA,"us","triangle","dover"
"78366",NA,NA,"sphere","kerry (republic of ireland)"
"78367",NA,"us","triangle","lafayette"
"78368",NA,"us","other","bradley"
"78369",NA,"us","triangle","dover"
"78370",NA,"us","unknown","hebron"
"78371",NA,"us","unknown","somerset"
"78372",NA,"us","circle","holland"
"78373",NA,"ca","light","sarnia (canada)"
"78374",NA,"us","triangle","dickinson"
"78375",NA,NA,"unknown","st. george island"
"78376",NA,"us","circle","rome"
"78377",NA,"us","other","merrick"
"78378",NA,"us","chevron","san benito"
"78379",NA,"us","light","san bernardino"
"78380",NA,"us","light","apache junction"
"78381",NA,"us","circle","richmond"
"78382",NA,NA,"disk","jaipur (india)"
"78383",NA,"us","triangle","knoxville"
"78384",NA,"us","changing","everett"
"78385",NA,"us","cylinder","seattle"
"78386",NA,"ca","cylinder","toronto (canada)"
"78387",NA,"us","formation","columbus"
"78388",NA,"ca","sphere","ottawa (canada)"
"78389",NA,"us","changing","pasadena"
"78390",NA,"us","cigar","heber"
"78391",NA,"us","oval","sayreville"
"78392",NA,NA,"unknown","london/sarnia (canada)"
"78393",NA,"us","other","daytona beach"
"78394",NA,"us","unknown","harrisburg"
"78395",NA,"us","fireball","montebello"
"78396",NA,"us","circle","boca raton"
"78397",NA,"us","disk","linden"
"78398",NA,"us","oval","springfield"
"78399",NA,NA,"egg","mississaugam (canada)"
"78400",NA,"us","light","montebello"
"78401",NA,"us","circle","rome"
"78402",NA,NA,"formation","barcelona (spain)"
"78403",NA,NA,"triangle","sandy"
"78404",NA,"us","circle","rosemead"
"78405",NA,NA,"formation","farr lake (near rosseau) (canada)"
"78406",NA,"us","light","yarmouth"
"78407",NA,"us","light","whittier"
"78408",NA,"ca","formation","algonquin park (canada)"
"78409",NA,"us","light","alhambra"
"78410",NA,"us","triangle","los angeles"
"78411",NA,"us","light","monterey park"
"78412",NA,"us","other","nisswa"
"78413",NA,"us","other","springfield"
"78414",NA,"us","formation","sisseton"
"78415",NA,NA,"triangle","vining"
"78416",NA,"us","other","vining"
"78417",NA,"us","formation","brainerd"
"78418",NA,"us","light","los angeles"
"78419",NA,"us","unknown","maricopa"
"78420",NA,"ca","fireball","penticton (canada)"
"78421",NA,"ca","light","port coquitlam (canada)"
"78422",NA,"ca","fireball","vernon (canada)"
"78423",NA,"us",NA,"spokane"
"78424",NA,"us","light","albuquerque"
"78425",NA,"us","sphere","los angeles"
"78426",NA,"us","other","mcgregor"
"78427",NA,"us","other","mcgregor"
"78428",NA,"us","triangle","mcgregor"
"78429",NA,"us","chevron","mcgregor"
"78430",NA,NA,"egg","mt. katahdin area"
"78431",NA,"us","triangle","st. charles"
"78432",NA,"us","light","sedona"
"78433",NA,NA,"unknown","atlantic ocean (inflight)"
"78434",NA,"us","sphere","englewood"
"78435",NA,"gb","unknown","glasgow (uk/scotland)"
"78436",NA,"us","oval","cocoa beach"
"78437",NA,"us","disk","fresno"
"78438",NA,NA,NA,"athrugiriya (sri lanka)"
"78439",NA,"us","unknown","washington"
"78440",NA,"us","formation","nordland"
"78441",NA,NA,"other","san jaun  batista"
"78442",NA,"us","unknown","albuquerque"
"78443",NA,NA,"flash","mazarron (murcia) (spain)"
"78444",NA,"us","oval","durham"
"78445",NA,"us","egg","boynton beach"
"78446",NA,"us","flash","mobile"
"78447",NA,"gb","triangle","london (uk/england)"
"78448",NA,"us","other","meridian"
"78449",NA,"us","sphere","gilbert"
"78450",NA,"us","disk","kentfield"
"78451",NA,"us","cylinder","forest lake"
"78452",NA,"gb","chevron","coventry (uk/england)"
"78453",NA,"us","cylinder","incline village"
"78454",NA,"us","oval","chicago"
"78455",NA,"us","diamond","wichita"
"78456",NA,NA,"light","eaton"
"78457",NA,NA,"unknown","sharldlow (derby) (uk/england)"
"78458",NA,"us","diamond","goose creek"
"78459",NA,NA,"sphere","torrenueva (granada) (spain)"
"78460",NA,"us","light","keokuk"
"78461",NA,"us","flash","seattle (above)"
"78462",NA,"us","circle","chino hills (seen from)"
"78463",NA,"us","other","sneads ferry"
"78464",NA,"us","light","waupun"
"78465",NA,"us","circle","troutdale"
"78466",NA,"us","unknown","melrose park"
"78467",NA,"us","light","prescott"
"78468",NA,"us","oval","yucaipa"
"78469",NA,"us","triangle","maryville"
"78470",NA,"us","formation","duluth"
"78471",NA,"ca","triangle","ottawa (canada)"
"78472",NA,"us","changing","bel air"
"78473",NA,"us","other","williamsville"
"78474",NA,"us","changing","ashtabula"
"78475",NA,"us",NA,"mcintosh"
"78476",NA,"us","light","platteville"
"78477",NA,NA,"light","flour lake"
"78478",NA,"us","light","jackson"
"78479",NA,"us","fireball","oriskany falls"
"78480",NA,"us","egg","trout lake"
"78481",NA,"us","other","appleton"
"78482",NA,"us","light","cordova"
"78483",NA,"us","circle","newport"
"78484",NA,"us","light","mountain ranch"
"78485",NA,NA,"unknown","dawn"
"78486",NA,NA,"light","little braxted (essex) (uk/england)"
"78487",NA,"us","rectangle","bound brook"
"78488",NA,"us","other","river falls"
"78489",NA,"us","circle","clarendon hills"
"78490",NA,"us","circle","greenville"
"78491",NA,"us","formation","haysville"
"78492",NA,"us","light","cedar glen"
"78493",NA,"us","unknown","gravette"
"78494",NA,"us","cigar","derby"
"78495",NA,NA,"circle","mountaindale"
"78496",NA,NA,"light","woodland hills/west hills"
"78497",NA,"us","triangle","valrico"
"78498",NA,"us","oval","los angeles"
"78499",NA,"us","fireball","swartz creek"
"78500",NA,"us","circle","plant city"
"78501",NA,"us","cone","manahawkin"
"78502",NA,"us","other","phoenix"
"78503",NA,"us","unknown","lake havasu city"
"78504",NA,"us","light","yorba linda"
"78505",NA,"us","fireball","spring hill"
"78506",NA,"us","unknown","arcata"
"78507",NA,"gb","fireball","annalong (uk/england)"
"78508",NA,"us","unknown","veneta"
"78509",NA,"us","fireball","atlantic beach"
"78510",NA,"us","triangle","grand rapids"
"78511",NA,"us","flash","pasadena"
"78512",NA,"us","unknown","franklin"
"78513",NA,"us","cigar","ashland"
"78514",NA,"us","light","bastrop"
"78515",NA,"us","fireball","blue point"
"78516",NA,"us","light","golden valley"
"78517",NA,"us","fireball","white house"
"78518",NA,"us","unknown","sharon"
"78519",NA,"us","light","sequim"
"78520",NA,"us","light","yonkers"
"78521",NA,"us","light","adelanto"
"78522",NA,NA,"unknown","sandy"
"78523",NA,"us","rectangle","macon"
"78524",NA,"us","triangle","bennington"
"78525",NA,"us","chevron","bridgewater"
"78526",NA,"us","other","lysander"
"78527",NA,"us","light","boise"
"78528",NA,"us","triangle","exeter"
"78529",NA,"us","light","long beach"
"78530",NA,"us","triangle","felt"
"78531",NA,"us","light","knoxville"
"78532",NA,"us","triangle","sacramento"
"78533",NA,"us","light","modesto"
"78534",NA,"us","unknown","laurel"
"78535",NA,"us","disk","el cerrito"
"78536",NA,"us","fireball","pittsburgh"
"78537",NA,NA,"light","bucharest (romania)"
"78538",NA,"us","sphere","greer"
"78539",NA,"us","fireball","desert center"
"78540",NA,NA,"fireball","blythe/desert center (between)"
"78541",NA,"us","light","salisbury"
"78542",NA,"us","fireball","ocean city"
"78543",NA,"us","fireball","quarryville"
"78544",NA,"us","light","dover"
"78545",NA,"us","circle","milan"
"78546",NA,"us","formation","chandler"
"78547",NA,"us","light","hampton"
"78548",NA,"us","light","poipu"
"78549",NA,"us","formation","woodstock"
"78550",NA,"ca","other","duck lake (canada)"
"78551",NA,"us","circle","corpus christi"
"78552",NA,"us","light","farmersburg"
"78553",NA,"us","changing","mayfield"
"78554",NA,"us","circle","palmer"
"78555",NA,"us","triangle","fort smith"
"78556",NA,"us","cigar","brainerd"
"78557",NA,"us",NA,"pittsburgh"
"78558",NA,"us","light","bristol"
"78559",NA,"us","light","bristol"
"78560",NA,"us","fireball","pensacola"
"78561",NA,"us","fireball","sedona"
"78562",NA,"us","formation","east aurora"
"78563",NA,NA,"sphere","west haven"
"78564",NA,"us","triangle","falmouth"
"78565",NA,"us","light","falmouth"
"78566",NA,"us","fireball","bedminster"
"78567",NA,"us","fireball","port saint lucie"
"78568",NA,"us","circle","bristol"
"78569",NA,"us","circle","pacific city"
"78570",NA,"us","formation","foster city"
"78571",NA,"us","sphere","mendota heights"
"78572",NA,NA,"changing","north myrtle beach/loris"
"78573",NA,"us","light","haymarket"
"78574",NA,"us","light","haymarket"
"78575",NA,"us","fireball","bloomington"
"78576",NA,"us","circle","enola"
"78577",NA,"us","light","des moines"
"78578",NA,"ca","fireball","fredericton (20 min. outside) (canada)"
"78579",NA,"us","flash","necedah"
"78580",NA,"ca","chevron","saskatoon (canada)"
"78581",NA,"us","flash","vallejo"
"78582",NA,NA,"cylinder","boughton&#44 kent (uk/england)"
"78583",NA,"us",NA,"everton"
"78584",NA,"us","disk","trona"
"78585",NA,"us","unknown","sterling"
"78586",NA,"us","cylinder","council bluffs"
"78587",NA,"us","circle","stockton (south of)"
"78588",NA,"us",NA,"reno"
"78589",NA,NA,NA,"randolph"
"78590",NA,"us",NA,"mukilteo"
"78591",NA,NA,"egg","lost lake"
"78592",NA,"us","formation","lincoln"
"78593",NA,"us","light","newberg"
"78594",NA,"us","light","chicago ridge"
"78595",NA,"us","rectangle","brighton (e. of&#44 n. of south lyon&#44 mi)"
"78596",NA,"us","rectangle","brighton (west of detroit)"
"78597",NA,"us","oval","west dennis (cape cod)"
"78598",NA,"ca","disk","toronto (north york) (canada)"
"78599",NA,"us","unknown","tucson"
"78600",NA,"us","light","lumberport"
"78601",NA,"us","light","elko"
"78602",NA,"us","light","elko"
"78603",NA,"us","circle","madison"
"78604",NA,"us","circle","coral gables"
"78605",NA,"us","fireball","havana (rural route)"
"78606",NA,"us","triangle","hunter"
"78607",NA,"us","chevron","matthews"
"78608",NA,"us","other","columbia heights"
"78609",NA,"us","light","bouse"
"78610",NA,"us","light","aquebogue"
"78611",NA,"us","disk","madisonville"
"78612",NA,"gb","triangle","northampton (uk/england)"
"78613",NA,"us","sphere","el cajon"
"78614",NA,"us","triangle","compton"
"78615",NA,"us","sphere","santa cruz"
"78616",NA,"us","other","canton"
"78617",NA,"us","light","davenport"
"78618",NA,NA,"cigar","kern river"
"78619",NA,"us","light","curlew"
"78620",NA,"us","light","brighton"
"78621",NA,"us","unknown","louisville"
"78622",NA,"us","changing","nyssa"
"78623",NA,"us","disk","newark"
"78624",NA,"us","unknown","cleveland"
"78625",NA,NA,"disk","wormer (netherlands)"
"78626",NA,"us","fireball","montebello"
"78627",NA,"us","circle","montebello"
"78628",NA,"us","light","los angeles"
"78629",NA,"ca","unknown","barrie (canada)"
"78630",NA,NA,"fireball","picnic island (in honey harbour) (canada)"
"78631",NA,"us","fireball","roy"
"78632",NA,"ca","other","bolton (canada)"
"78633",NA,"us","light","montebello"
"78634",NA,"us","unknown","salem"
"78635",NA,"us","light","avenal"
"78636",NA,"us","circle","panama city beach"
"78637",NA,"us","other","centereach"
"78638",NA,"us","cigar","west palm beach"
"78639",NA,"us","circle","el paso"
"78640",NA,"gb","cigar","basingstoke (uk/england)"
"78641",NA,"ca","disk","terrace (canada)"
"78642",NA,"us","light","west sayville"
"78643",NA,"us","light","burbank"
"78644",NA,"us","light","salem"
"78645",NA,"us","other","elberon"
"78646",NA,NA,"unknown","great basin np"
"78647",NA,"us","teardrop","milwaukee"
"78648",NA,NA,"other","la canada"
"78649",NA,"us","triangle","oakland"
"78650",NA,NA,"sphere","ajijic (mexico)"
"78651",NA,"us","light","cedar key"
"78652",NA,"us","light","madison"
"78653",NA,"us","light","ryan"
"78654",NA,"us","triangle","yarmouth"
"78655",NA,"us","fireball","dansville"
"78656",NA,"us","disk","san jacinto"
"78657",NA,"us","light","los angeles"
"78658",NA,"us","teardrop","springfield"
"78659",NA,"us","triangle","mulino"
"78660",NA,"us","circle","sea girt"
"78661",NA,"us","other","santa fe"
"78662",NA,"us","light","chicago"
"78663",NA,"us","other","raynham"
"78664",NA,"us","circle","danville"
"78665",NA,NA,"cigar","washington&#44 d.c."
"78666",NA,"us","circle","albuquerque"
"78667",NA,"us","other","gulf breeze"
"78668",NA,"us","light","tinley park"
"78669",NA,"us","other","herkimer"
"78670",NA,"us","other","bristol"
"78671",NA,"us","other","morgantown"
"78672",NA,"us","other","palm bay"
"78673",NA,"us","other","salem"
"78674",NA,"us","other","verona"
"78675",NA,"us","other","bristol"
"78676",NA,"us","other","kingsville"
"78677",NA,"us","other","kingsville"
"78678",NA,"us","disk","malden bridge"
"78679",NA,"ca","other","montreal (canada)"
"78680",NA,"us","other","mount carmel"
"78681",NA,"us","other","mount carmel"
"78682",NA,NA,"light","neptune"
"78683",NA,"us","changing","kennett square"
"78684",NA,"us","other","somerville"
"78685",NA,"us","other","troy"
"78686",NA,"us","formation","cinnaminson"
"78687",NA,"us","other","aquebogue"
"78688",NA,"us","other","beaver"
"78689",NA,"us","other","boonsboro"
"78690",NA,"us","changing","elkins"
"78691",NA,"us","other","endwell"
